Datum,Teilnehmer,Thema,sheet_name,Ort
2018-03-21 00:00:00,60-80,"Gedenken an ermordete Kommunalpolitikerin
Marielle aus Rio de Janeiro…",Table 1,Domplatte
2018-03-23 00:00:00,160,"Gegen gewaltsame Auseinandersetzungen in der
Mottowoche",Table 1,"Zülpicher Platz, vor Herz-Jesu-
Kirche"
2018-04-21 00:00:00,10-20,Heimat und Weltfrieden,Table 1,Bahnhofsvorplatz
2018-04-27 00:00:00,100,"""Silence Freitagsdemo"" gegen Geschäftspraktiken unitymedia",Table 1,"Aachener Str. 746-750, vor Unitymedia GmbH"
2018-05-04 00:00:00,,,Table 1,
2018-05-11 00:00:00,,,Table 1,
2018-03-24 00:00:00,100,"March for our lives, Afrin Libre, Für ein Leben
ohne Waffen",Table 1,Wallrafplatz
2018-03-25 00:00:00,50,"Ostern, Was verbindet Ostern zu Menschen?",Table 1,Domplatte
2018-03-24 00:00:00,200-300,Solidarität für Afrin,Table 1,"Rudolfplatz- Westseite,
Heumarkt"
2018-03-31 00:00:00,5-7,"Türken und Kurden sind Brüder aber PKK ist
Terror",Table 1,Rudolfplatz
2018-03-24 00:00:00,20,"Demonstration für christliche Werte in der
Gesellschaft",Table 1,Domplatte (Blau-Gold-Haus)
2018-04-08 00:00:00,50,"Solidaritätsbekundungen mit den Paschtunen in
Afghanistan und Pakistan",Table 1,Domplatte (Blau-Gold-Haus)
2018-03-30 00:00:00,20,Zum Teufel mit dem Tanzverbot,Table 1,Domplatte (Römerbogen)
2018-04-07 00:00:00,25-35,"Freiheit für Verwandte von politischen Migranten
in Aserbaidjan",Table 1,Domplatte (Römerbogen)
2018-04-07 00:00:00,20-40,"Tierrechte, vegane Ernährung u.
Lebensweise",Table 1,Wallrafplatz
2018-04-13 00:00:00,,,Table 1,
2018-04-21 00:00:00,,,Table 1,
2018-04-24 00:00:00,,,Table 1,
2018-03-26 00:00:00,30-100,Protest gegen Sammelabschiebungen,Table 1,Bahnhofsvorplatz
2018-04-30 00:00:00,30,Demonstration für christliche Werte in unserer Gesellschaft,Table 1,Domplatte (Blau-Gold-Haus)
2018-05-01 00:00:00,,,Table 1,
2018-05-02 00:00:00,,,Table 1,
2018-06-27 00:00:00,4-8,kfd on road,Table 1,Alter Markt
2018-08-29 00:00:00,20-30,"Wohnungsnot, Gentrifizierung, Vertreibung, Alles für Alle, No Broders",Table 1,Wiener Platz
2018-08-30 00:00:00,,,Table 1,
2018-08-31 00:00:00,,,Table 1,
2018-09-01 00:00:00,,,Table 1,
2018-09-02 00:00:00,,,Table 1,
"29.08.18-
02.09.18",20-30,"Wohnungsnot, Gentrifizierung, Vertreibung,
Alles für Alle, No Broders",Table 1,"Grünanlage hinter Stadthalle
Mülheim"
2018-04-13 00:00:00,50-100,"BlueRide-Fahrraddemo: für einen sicheren und
gesunden Fahrrdaverkehr in Köln",Table 1,"Zeughausstr. 8, vor Bezirks-
regierung"
2018-04-04 00:00:00,50-100,Freiheit für Öcalan,Table 1,Bahnhofsvorplatz
2018-03-29 00:00:00,30,"Wo sind die Wurzeln unserer christl.
Grundwerte?",Table 1,"Domplatte (Blau-Gold-Haus)
Schildergasse/ Antoniterkirche"
2018-03-26 00:00:00,20,Festname von Carles Puigdemont,Table 1,Wallrafplatz
2018-04-11 00:00:00,3000,Tarifbewegung 2018,Table 1,Chlodwigplatz
2018-03-28 00:00:00,5,"Frieden und Abrüstung, Ostermarsch 2018",Table 1,Schildergasse/ Zeppelinstr.
2018-03-31 00:00:00,10-20,Zelebrierung des Osterfests,Table 1,Liverpooler Platz
2018-04-05 00:00:00,100,Gegen die EU-Entscheidung Bayer/ Monsanto,Table 1,"Leverkusen, Friedrich-Ebert-
Platz, Hauptstr. 114"
2018-03-31 00:00:00,5,"CoexistDay als Alternative zu Intoleranz,
Unterdrückung und Rassismus",Table 1,Zülpicher Platz
2018-03-31 00:00:00,20,"Konferenz zu 100-jähriger Gründung der
Aserbaidschanischen Republik",Table 1,Laurensplatz
2018-04-14 00:00:00,10,Wohnen/ Recht auf Stadt,Table 1,Severinskirchplatz
2018-04-10 00:00:00,250,Tarifrunde Öffentlicher Dienst,Table 1,"Appellhofplatz 23-25, EL-DE
Haus"
2018-03-31 00:00:00,30,"Ostereisuche gegen die Öffnung der Altlast
Dhünnaue",Table 1,"Leverkusen, Neulandpark"
2018-04-14 00:00:00,50,Freiheit für Präsidenz Puigdemont,Table 1,Domplatte (Blau-Gold-Haus)
2018-04-09 00:00:00,5-10,Mahnwache Wohnungskündigungen,Table 1,"Neusser Straße 18
Ecke Schillingstraße"
2018-04-10 00:00:00,5-10,Mahnwache Wohnungskündigungen,Table 1,Schillingstr. 37-39
2018-04-08 00:00:00,25,"artgerecht ist nur die Freiheit- Tiere raus aus dem
Zirkus!",Table 1,"Kölnstr., Wiesenplatz Nähe
Friedhof"
2018-04-07 00:00:00,60,"Welche christl. Werte haben wir noch in der
Gesellschaft?",Table 1,Domplatte (Blau-Gold-Haus)
2018-04-14 00:00:00,200,Volksverhetzug und Meinungsfreiheit,Table 1,Heumarkt  ?
2018-05-12 00:00:00,10,"Eine Frau wie Du- Aufruf zur Gleichbehandlung
alle Frauen",Table 1,Wallrafplatz
2018-04-07 00:00:00,5-7,"Türken und Kurden sind Brüder aber PKK ist
Terror",Table 1,Heumarkt
2018-04-06 00:00:00,10-15,"CoexistDay als Alternative zu Intoleranz, Unterdrückung und Rassismus",Table 1,"Vor Herz Jesu Kirche am
Zülpicher Platz, Seite Hohenstaufenring"
2018-04-28 00:00:00,25-35,"Freiheit für Verwandte von politischen Migranten
in Aserbaidjan",Table 1,Domplatte (Römerbogen)
2018-04-08 00:00:00,200-500,Kölns Speakers Corner,Table 1,"Aachener Weiher, nahe des
Biergartens"
2018-04-11 00:00:00,30-50,Nein zum Krieg in Afrin,Table 1,Bahnhofsvorplatz
2018-04-12 00:00:00,,,Table 1,
2018-04-13 00:00:00,,,Table 1,
2018-04-07 00:00:00,5000,"Die Erteilung von Genehmigungen für subkulturelle Musikveranstaltungen am Aachener
Weiher",Table 1,"Aachener Weiher, Ostseite"
2018-04-10 00:00:00,20,Mahnwache gegen Atomwaffen,Table 1,Laurenzplatz
2018-04-07 00:00:00,50-70,Menschenrechtsverletzung im Iran,Table 1,Roncalliplatz
2018-04-13 00:00:00,80-100,Arbeitsbedingungen beim Lieferdienst Deliveroo,Table 1,"Venloer Str. 239 a Friesenwall 116 Wallrafplatz Salzgasse 13
Schildergasse, Nordsee Händelstr. 37
Sternplatz"
2018-04-10 00:00:00,250,Warnstreik,Table 1,Offenbachplatz
2018-04-14 00:00:00,3-8,Tierschutz/ gegen Massentierhaltung,Table 1,Schildergasse 65-70 (P&C)
2018-05-06 00:00:00,100,"8.Mai, Tag der Befreiung von Faschismus",Table 1,Merianstraße (dortiger Parkplatz)
2018-05-16 00:00:00,500,Ride of Silence Köln,Table 1,"Ottoplatz
Auenweg
Niehler Str./ Boltensternstr. Innere Kanalstr./ Subbelrather Str
IKS/ Aachener Str.
Rhöndorfer Str./ Gottesweg Vorgebirgsstr. 63"
2018-04-26 00:00:00,ca. 20,32. Jahrestag Super-GAU Tschernobyl,Table 1,Roncalliplatz
2018-07-28 00:00:00,ca. 50,"Tierrechte, Speziesismus",Table 1,Schildergasse (vor P&C)
2018-05-06 00:00:00,1500,Pulse of Europe - Demokratie in Europa,Table 1,Roncalliplatz
2018-05-11 00:00:00,1200,Recht auf Stadt,Table 1,"Breslauer Platz Krefelder Str. 0
Salierring 37 Zülpicher Platz
Luxemburger Str. 93"
2018-04-12 00:00:00,15,"Jom HaShoah Tag des Gedenkens an Holocaust
und Heldentum",Table 1,"Bahnhof Ehrenfeld, vor
Hinrichtungsgedenkstätte"
2018-04-20 00:00:00,50,Int. Weltcannabistag,Table 1,Domplatte (Römerbogen)
2018-04-14 00:00:00,100-120,7. Imam-Gedenktag,Table 1,Delmenhorster Str. 2
2018-04-25 00:00:00,ca. 10,Solidarität mit Afrin; humanitäre Hilfe,Table 1,Wallrafplatz
2018-04-21 00:00:00,20-30,"""Oben bleiben"" Ost-West-Bahn",Table 1,Wiener Platz
2018-04-26 00:00:00,20-30,Solidarität mit Ayotzinapa,Table 1,"Deutz,  Reiterdenkmal an der
Hohenzollernbrücke"
2018-04-13 00:00:00,10,GaZa,Table 1,Domplatte (Römerbogen)
2018-05-11 00:00:00,100-150,"""Die Rosen Bulgariens"" - Ehrentag der Gebrüder
Kryll und Methe",Table 1,Roncalliplatz
2018-06-03 00:00:00,1500,Pulse of Europe - Demokratie in Europa,Table 1,Roncalliplatz
2018-07-01 00:00:00,1500,Pulse of Europe - Demokratie in Europa,Table 1,Roncalliplatz
"16.04.2018
17.04.2018
18.04.2018
19.04.2018
20.04.2018",k.A.,Gegen die Hinrichtung von einer politisch aktiven Person im Iran,Table 1,Domplatte (hinter dem Römerbogen)
2018-05-16 00:00:00,ca. 50,Gedenkveranstaltung: Erinnerung Deportation Sinti und Roma 1940,Table 1,"Venloer Straße Bickendorf Bahnunterführung an der Matthias-Brüggen-Straße
am Mahnmal der Sinti und Roma"
2018-04-15 00:00:00,50,Gegen die Hinrichtung von Ramin Hosienpanahi,Table 1,"Domplatte (hinter dem
Römerbogen)"
2018-04-15 00:00:00,6-10,"Mahnwache ""Auf Nimmerwiedersehen Pro Köln""",Table 1,Athener Ring 3
2018-04-16 00:00:00,150,"Freiheit für Adil Demirci und alle Jounalistinnen in
der Türkei",Table 1,Bahnhofsvorplatz
2018-04-19 00:00:00,5-10,Köln für deutschen Sozialismus,Table 1,"Breitestraße
(am Neven-Du-Mont Brunnen)"
2018-04-18 00:00:00,20-30,"Krieg gegen Syrien
(Luftanagriffe wg. Mutmaßlichem Giftgaseinsatz der syrischen Regierungstruppen)",Table 1,Schildergasse / Ecke Zeppelinstraße
2018-04-18 00:00:00,ca. 100,Gegen rassistische Hetze in Chorweiler,Table 1,Pariser Platz
2018-04-20 00:00:00,10,GAZA,Table 1,Domplatte (Römerbogen)
"05.05.2018
12.05.2018",20 - 250,"Keine antisemitische, rassistische und extreme rechte Hetze im Netz",Table 1,Alter Markt
2018-05-17 00:00:00,80,"Internationaler Tag gegen Homo-, Bi und
Transphobie",Table 1,Wallrafplatz
2018-04-21 00:00:00,20,"Demmonstration für christliche Werte in der
Gesellschaft",Table 1,Schildergasse (vor P&C)
2018-06-30 00:00:00,1.8,"Hochzeitstag der Ehe für Alle - unsere Rechte
sind nicht verhandelbar",Table 1,Schaefenstraße
2018-04-18 00:00:00,3 - 10,Kein neues Braunkohlekraftwerk in Niederaußem und die Stadt Köln soll ihre RWE-Aktien veräußern,Table 1,"Köln-Zollstock
(vor dem Haupteingang des Alfred-Müller-Armack- Berufskolleg)"
"23.04.2018
24.04.2018
25.04.2018
26.04.2018
27.04.2018
28.04.2018","30 - 50
bei der Abschluss kundgebu ng = 500 - 800",Nein zur Isolation! Freiheit für Abdullah Öcalan jetzt und sofort!,Table 1,"Rudolfplatz
-------------
Bahnhofsvorplatz"
2018-04-21 00:00:00,5 - 6,Kommunalpolitische Themen,Table 1,"Wiener Platz (Wollworth -
Rolltreppe zur U-Bahn)"
2018-04-20 00:00:00,150,Im Gedenken der in Afrin gestorbenen Kindern,Table 1,"Leverkusen
vor dem Rathaus"
2018-04-26 00:00:00,30-50,"""Die LKW sind wieder da und es ist unhöflich,
sie nicht begrüßen zu wollen""",Table 1,Rendsburger Platz
2018-04-21 00:00:00,5,CoexistDay Gib Antisemitismus keine Chance,Table 1,"Zülpicher Platz
(vor Herz-Jesu-Kirche)"
2018-04-23 00:00:00,30-100,Protest gegen Sammelabschiebungen,Table 1,Domplatte (Römerbogen)
2018-04-24 00:00:00,75,"""Dieser Schmerz betrifft uns alle""",Table 1,"Reiterstandbild Wilhelm II
Hohenzollernbrücke"
2018-04-25 00:00:00,100,"Solidarität mit der jüdischen Gemeinde Berlin:
Kippa Colonia",Table 1,Domplatte (Römerbogen)
"05.05.2018
19.05.2018
26.05.2018
02.06.2018
16.06.2018
30.06.2018
07.07.2018
21.07.2018
04.08.2018
18.08.2018
09.06.2018
14.07.2018
28.07.2018
11.08.2018",20 - 45,Aktion von Anonymous for the Voiceless,Table 1,"Domplatte (am Blau-Gold-Haus)
Wallrafplatz"
2018-04-27 00:00:00,10,Die Lage im Gaza,Table 1,Domplatte (Römerbogen)
2018-04-25 00:00:00,80-150,Neues Polizeigesetz NRW stoppen,Table 1,Hans-Böckler-Platz
2018-05-06 00:00:00,90,Macht Frieden - Zivile Lösungen für Syrien,Table 1,Bahnhofsvorplatz
2018-05-13 00:00:00,10-20,Heimat und Weltfrieden,Table 1,Bahnhofsvorplatz
2018-04-28 00:00:00,50,Solidarität mit Nicaragua,Table 1,Heumarkt
2018-04-26 00:00:00,30,"""Grow-Smarter"", Stegerwaldsiedlung",Table 1,Alter Markt
"05.05.18
06.05.18
12.05.18
13.05.18
19.05.18
20.05.18
26.05.18
27.05.18
02.06.18
03.06.18
09.06.18
10.06.18
16.06.18
17.06.18
30.06.18","2-15
------------
am 13.05.18
bis zu 50","Protest gegen Folter, Mord und illegale Organentnahme an Falun Gong Praktizierneden in China",Table 1,Domplatte (Römerbogen)
2018-04-24 00:00:00,100,Mahnwache bezgl. tödich verunglückter Radfahreri,Table 1,"Boltensternstr.,
Höhe Niehler Gürtel"
2018-04-26 00:00:00,20,"Friedenskundgebung für Nicaragua zur
aktuellen Situation",Table 1,Domplatte (Römerbogen)
2018-05-04 00:00:00,250,Psychotherapeuten in Ausbeutung /PiA Protest,Table 1,"Heumarkt -
Brüsseler Straße -/Platz"
2018-05-01 00:00:00,200-300,"Kölns Speakers Corner zur Zukunft der St.
Michaels Kirche",Table 1,"Brüsseler Platz, vor der
St. Michaels Kirche"
2018-05-26 00:00:00,5,Ost-West-Achse,Table 1,"Bonner Straße /
Schönhauser Straße"
2018-05-04 00:00:00,300,Zum Gedenken an Dersim Genozid 1938,Table 1,Bahnhofsvorplatz
2018-04-28 00:00:00,10,Gegen Faschismus und Krieg. Organisiere Dich.,Table 1,"Wiener Platz (14.00 Uhr)
Waldecker Str,/ Heidelberger Str. (15.00 Uhr)
Kalker Hauptstr. Höhe Arcaden"
2018-05-03 00:00:00,,"Tierrechte, vegane Ernährung u.",Table 1,Domplatte (Blau-Gold-Haus)
2018-05-10 00:00:00,,,Table 1,
2018-05-17 00:00:00,,,Table 1,
2018-05-24 00:00:00,,,Table 1,
2018-05-31 00:00:00,,,Table 1,
2018-06-07 00:00:00,20-40,Lebensweise,Table 1,Wallrafplatz
2018-04-26 00:00:00,5,"Spontankundgebung wegen Radverkehrs-
Themen auf der Tagesordnung",Table 1,"Bezirksrathaus Nippes,
Seiteneingang"
2018-08-24 00:00:00,20,Digitalisierung in NRW,Table 1,Bahnhofsvorplatz
2018-08-25 00:00:00,,,Table 1,
"04.05.2018
11.05.2018",80-150,Blue Ride-Fahrraddemo: für einen sicheren und gesunden Fahrrdaverkehr in Köln,Table 1,"1. Zeughausstr. 8, vor Bezirks- regierung
2. Boltensternstr./ Niehler Gürtel"
2018-05-07 00:00:00,20-30,Befreiung Deutschlands von der Hitlerdiktatur,Table 1,Wiener Platz
2018-05-25 00:00:00,30,Moderne Sklaverei,Table 1,Bahnhofsvorplatz
2018-07-24 00:00:00,20,Truck you-Tiertransporte unzensiert,Table 1,Rudolfplatz
2018-05-12 00:00:00,30,70 Jahre Vertreibung,Table 1,Heumarkt
2018-06-22 00:00:00,200-300,Kölns Speakers Corner zu 50 Jahren 1968,Table 1,Aachener Weiher
2018-05-04 00:00:00,k- A.,Solidarität für Venezuela,Table 1,Schildergasse (am Brunnen)
2018-05-06 00:00:00,200-500,Kölns Speakers Corner,Table 1,"Volksgarten, Südwestseite"
2018-05-05 00:00:00,50-70,Aktion gegen Hinrichtungen im Iran,Table 1,Wallrafplatz
2018-05-05 00:00:00,30-50,200. Geburtstag von Karl,Table 1,Alter Markt
2018-05-05 00:00:00,15-20,Korruption in Russland/ Kreml,Table 1,Bahnhofsvorplatz
2018-05-09 00:00:00,30-60,"Dumme Justizmitarbeiter tyrannisieren die
Menschen- der Pulverteufel räumt auf",Table 1,"Luxemburger Str. 1, vor dem
Landgericht"
2018-05-05 00:00:00,6-10,Menschenrechtsverletzung im Iran,Table 1,Rudolfplatz- Westseite
2018-05-08 00:00:00,50,Gedenkfeier anlässlich des 73. Jahrestages der Befreiung vom Faschismus,Table 1,Grünanlage des Hansaplatzes (am Mahnmal)
2018-06-22 00:00:00,200,Verkehrspolitische Themen,Table 1,"Bergisch-Gladbacher-Str. ,
beide Fahrspuren"
2018-05-08 00:00:00,10-15,8. Mai- Tag der Befreiung,Table 1,Ottoplatz
2018-05-08 00:00:00,20,Tag der Befreiung vom Faschismus,Table 1,"Hansaring (Start)
Hans-Böckler-Platz (Ende)"
"09.05.2018
12.05.2018",10,Menschenrechtsverletzung im Iran,Table 1,"Domplatte (Römerbogen)
Domplatte (Blau-Gold-Haus)"
2018-05-14 00:00:00,30-60,"Dumme Justizmitarbeiter tyrannisieren die
Menschen- der Pulverteufel räumt auf",Table 1,"Luxemburger Str. 1, vor dem
Landgericht"
2018-05-19 00:00:00,500,Schaffung geeigneter Plätze für spontane Open Air Partys,Table 1,Roncalliplatz
,,,Table 1,Aachener Weiher
,,,Table 1,"Grüngürtel, südl. vom Parkcafe"
2018-05-27 00:00:00,20,Zoos- Gefängnisse für Tiere,Table 1,Riehler Str. vor dem Zoo
2018-07-14 00:00:00,300,Antifaschismus und Rechtsdruck,Table 1,"Severinswall, zw. Karl-Korn-Str. und An der Bottmühle"
2018-05-11 00:00:00,30-100,"Dumme Justizmitarbeiter tyrannisieren die
Menschen im Namen von Lobbyisten- aber der Pulverteufel räumt nun auch hier auf!",Table 1,"Luxemburger Str. 1, vor dem Landgericht"
2018-05-12 00:00:00,30,Solidarität mit der HDP,Table 1,Wiener Platz
2018-05-11 00:00:00,10 - 20,"HDP - die Türkeit zur Demokratie oder zu
Diktatur",Table 1,Köln-Nippes (Wilhelmplatz)
2018-08-11 00:00:00,5 - 20,Alternative Religionen,Table 1,Schildergasse (Brunnen)
2018-06-30 00:00:00,200,Wildtiere raus aus dem Zirkus,Table 1,Roncalliplatz
2018-05-16 00:00:00,10,Menschenrechtsverletzung im Iran,Table 1,Domplatte
2018-05-16 00:00:00,10-20,"Solidarität mit HDP, Solidarität mit Selahattin
Demirtas",Table 1,Äußere Kanalstr./ Venloer Str.
2018-05-19 00:00:00,10-20,"Solidarität mit HDP, Solidarität mit Selahattin
Demirtas",Table 1,"Nippes, Wilhelmplatz"
2018-05-19 00:00:00,20,Demonstration für christliche Werte,Table 1,Bahnhofsvorplatz
2018-06-08 00:00:00,1000,Demonstration für ein friedliches Leben in unserer Gesellschaft,Table 1,Keupstrasse von Schanzenstr. - Holweider Str.
2018-05-17 00:00:00,10,Rücknahme der Abmahnung gegen Ford-Arbeiter,Table 1,"Blumenthalstr. /vor
Arbeitsgericht"
2018-05-16 00:00:00,5,Frieden und Abrüstung,Table 1,Schildergasse/ Zeppelinstr.
2018-06-16 00:00:00,10-20,Heimat und Weltfrieden,Table 1,Bahnhofsvorplatz
2018-05-21 00:00:00,100,"Gedenkkundgebung zum Genozid an den
Tscherkessen am 21.05.1864",Table 1,Domplatte
2018-06-23 00:00:00,80,Kinderrechte,Table 1,"Rheinauhafen, Beach-Volleyball-
Plätze"
2018-05-17 00:00:00,50-100,70 Jahre Nakbeh,Table 1,Bahnhofsvorplatz
2018-05-19 00:00:00,30,"Solidarität mit den politisch Gefangenen in der
Türkei",Table 1,Wiener Platz
2018-07-07 00:00:00,400,Globaler Weltfrieden- wie Innen so Außen,Table 1,Rudolfplatz
2018-05-17 00:00:00,30,"Protest für den Erhalt des alten Standortes einer
neuen Grundschule in Porz",Table 1,Theo-Burauen-Platz
2018-05-19 00:00:00,30,ÖPNV/ Ost-West- U-Bahn,Table 1,Wiener Platz
2018-05-18 00:00:00,10,Menschenrechtsverletzung im Iran,Table 1,Wallrafplatz
2018-06-16 00:00:00,8,"Menschenrechtsverteidiger/ -innen (Aufhänger ist
die Fussball-WM)",Table 1,"Volksgarten, Südwestseite"
2018-06-29 00:00:00,230,Marsch der Kinderrechte,Table 1,"Kalk, Taunusplatz"
2018-05-17 00:00:00,10-20,Solidarität mit Demirtasch,Table 1,"Leverkusen, Friedrich-Ebert-
Platz,"
2018-05-22 00:00:00,5,"Probleme mit dem Wohnungsamt und
Familienzusammenführung",Table 1,Bahnhofsvorplatz
2018-05-21 00:00:00,30-100,Keine Abschiebungen in den Tod!,Table 1,Bahnhofsvorplatz
2018-05-23 00:00:00,10,Menschenrechtsverletzung im Iran,Table 1,Wallrafplatz
2018-05-26 00:00:00,2500-3000,"Die Anti-Demokratische Situation in der Türkei
und die Wahlen. (Solidarität mit der HDP)",Table 1,Neumarkt
2018-05-22 00:00:00,10-15,Die Anti-Demokratische Situation in der Türkei und die Wahlen. (Solidarität mit der HDP),Table 1,"Porz, Josefstr. 12"
2018-05-23 00:00:00,,,Table 1,"Porz, Rudolf-Diesel-Str. 36,
Autokino"
2018-06-08 00:00:00,ca. 100,Köln spricht,Table 1,Albert-Magnus-Platz
2018-05-27 00:00:00,100-200,"Demo für eine lebenswerte Stadt und einen
nachhaltigen Verkehr in der Eburonenstrasse",Table 1,"Eburonenstrasse, Höhe Nr.1-10"
2018-05-25 00:00:00,10-15,"Die Anti-Demokratische Situation in der Türkei
und die Wahlen. (Solidarität mit der HDP)",Table 1,"Porz, Josefstr. 12"
2018-05-26 00:00:00,10,Menschenrechtsverletzung im Iran,Table 1,Wallrafplatz
2018-05-25 00:00:00,10,Wahlen in der Türkei/ Freiheit für Demirtas,Table 1,"Ostheimer Str./ Sigrid-Undset-
Str."
2018-05-26 00:00:00,10,Ost-West-Achse,Table 1,Aachener Str./ Moltkestr.
2018-05-26 00:00:00,3-8,Tierschutz/ gegen Massentierhaltung,Table 1,Schildergasse 65-70 (P&C)
2018-05-21 00:00:00,400,"Pfingsten- gemeinsames Singen einer
Christengemeinschaft",Table 1,Roncalliplatz
2018-05-24 00:00:00,10,Dem Gedenken an Demirtasch,Table 1,"Lev. Opladen, Kölner Str.
vor der Aloysius Kapelle"
2018-06-02 00:00:00,15-20,Gegen Polizeistaat und Polizeigewalt,Table 1,Bahnhofsvorplatz
2018-06-09 00:00:00,ca. 70,Gegen Hinrichtung von Ramin Hosienpanahi,Table 1,Roncalliplatz
2018-06-16 00:00:00,30-65,Die offene Gesellschaft,Table 1,Wiener Platz
2018-06-02 00:00:00,20-30,ÖPNV/ Ost-West- U-Bahn,Table 1,Wiener Platz (nähe Woolworth)
2018-05-30 00:00:00,,,Table 1,Domplatte (Römerbogen)
2018-06-06 00:00:00,,,Table 1,
2018-06-13 00:00:00,,,Table 1,
2018-06-20 00:00:00,,,Table 1,
2018-06-02 00:00:00,10,Menschenrechtsverletzung im Iran,Table 1,Wallrafplatz
2018-06-08 00:00:00,,,Table 1,
2018-06-16 00:00:00,,,Table 1,
2018-06-23 00:00:00,,,Table 1,
2018-05-29 00:00:00,100,Spontankundgebung wg. getötetem Kind,Table 1,Mathesenhofweg
"04.06.2018
05.06.2018
06.06.2018",7-15,Tierschutz/ gegen Massentierhaltung,Table 1,Schildergasse (vor P&C)
2018-06-03 00:00:00,200-500,Kölns Speakers Corner,Table 1,"Aachener Weiher, nahe des
Biergartens"
2018-05-30 00:00:00,20,Solidarität mit der HDP,Table 1,"Liverpooler Platz;
vor dem City-Center"
2018-06-03 00:00:00,15,"Artgerecht ist nur die Freiheit- Tiere raus aus
dem Zoo",Table 1,"Riehler Str. 173, vor dem Zoo"
2018-06-04 00:00:00,50,"""Dieser Schmerz betrifft uns alle""",Table 1,"Reiterstandbild Wilhelm II
Hohenzollernbrücke"
2018-06-03 00:00:00,3-10,Fahrscheinloser ÖPNV,Table 1,Bahnhofsvorplatz
2018-06-02 00:00:00,10,"Solidaritat mit der HDP, Unterstützung der
Demokratie",Table 1,Wiener Platz
"28.06.2018
29.06.2018
30.06.2018",40,Demonstration für christliche Werte in unserer Gesellschaft,Table 1,Bahnhofsvorplatz
2018-06-01 00:00:00,10,Dem Gedenken an Demirtasch,Table 1,Aloysius-Kapelle in Opladen
2018-06-08 00:00:00,20,GAZA,Table 1,Domplatte (Römerbogen)
2018-06-02 00:00:00,2,Ost-West-Achse,Table 1,"Neuer Weyerstraßenweg/
Gottesweg"
,2,,Table 1,Neusser Str./ Ebertplatz
,2,,Table 1,Chlodwigplatz/ Ubierring
2018-06-23 00:00:00,300,"Hochschulgesetznovellierung der
Landesregierung NRW",Table 1,"Albert-Magnus-Platz
Rudolfplatz"
2018-06-03 00:00:00,15-20,"""Töte mich nicht""
Solidarität für Georgien",Table 1,Wallrafplatz
2018-06-17 00:00:00,300,Saubere Luft für Köln- Verkehrswende jetzt,Table 1,"Brück, Marktplatz"
2018-06-08 00:00:00,2-3,"Protest gegen Folter, Mord und illegale Organentnahme an Falun Gong Praktizierneden
in China",Table 1,Andreaskloster (am U-Bahn- Abgang)
2018-06-07 00:00:00,2-6,Nein zum neuen Polizeigesetz NRW!,Table 1,"Venloer Straße
Bahnhof Köln-Ehrenfeld"
2018-06-05 00:00:00,10,"50 Jahre Abeiterbund für den Wiederaufbau der
KPD",Table 1,"Kalker Hauptstraße
Vor Bezirksrathaus"
2018-06-09 00:00:00,500,"Solidaritätsbekundung für Afrin/ Gegen die
türkische Besatzung",Table 1,Domplatte
2018-06-05 00:00:00,10,Dem Gedenken an Demirtasch,Table 1,Aloysius-Kapelle in Opladen
2018-06-16 00:00:00,15-20,Nein zum Polizeigesetz NRW,Table 1,Rudolfplatz (Westseite)
2018-06-15 00:00:00,50-100,Int. Frauenrechte,Table 1,Wiener Platz
2018-06-09 00:00:00,20-30,Frieden in der Welt,Table 1,Heumarkt
2018-06-09 00:00:00,30,"Bannermal-Aktion ""Saubere Luft für Köln-
Verkehrswende jetzt""",Table 1,"Brück, Marktplatz"
2018-06-25 00:00:00,30-100,Protest gegen Sammelabschiebungen,Table 1,Bahnhofsvorplatz
