Datum,Beginn,Ende,Ort,Art,Veranstalter,Thema,Teilnehmer
2021-04-20 00:00:00,14.00,17.00,Karlsplatz,stationär,Scientology,Man kann immer etwas tun,10
2021-04-21 00:00:00,18.00,20.10,Odeonspl. - Münchner Freiheit,sfv,,für die Abberufung des bayerischen Landtags,100
2021-04-21 00:00:00,18.00,20.00,Marienplatz,stationär,,"„Rettet Alexej Nawalny – SAVE NAVALNY“ „Russland ohne Putin“, „Putin ist nicht legitim“, „Stoppt den Staatsterror in Russland“",50
2021-04-21 00:00:00,11.00,13.30,Karlsplatz,stationär,,Für Freiheit Für Klarheit Für Frieden,200
2021-04-22 00:00:00,13:15:00,16:15:00,Kistlerhofstr. 60,stationär,,Falun Gong,5
2021-04-22 00:00:00,18.00,19.00,Reichenbachbrücke Ecke Auenstraße,stationär,,Klimaschutz,8-12
2021-04-22 00:00:00,16.00,17.00,Odeonspatz,stationär,,Thursdays for Education,12
2021-04-23 00:00:00,18.00,19.00,Pilotystr.,stationär,DIE LINKE München,Bundesweit den Deckel drauf – Mietenstopp jetzt!,80
2021-04-23 00:00:00,17.00,19.00,Am Harras,stationär,,Demokratie Leben,30
2021-04-23 00:00:00,12.00,15.00,Olympiapark,stationär,,"Fridays for Future, Joe Biden‘s „Leaders Summit on Climate“",100
2021-04-23 00:00:00,19.00,21.00,Spitzingplatz,stationär,,1. Mai – Kampftag der Arbeiter*innenklasse,30
2021-04-23 00:00:00,17.00,18.00,Wildtaubenweg zwischen Hosigaustr. Und Am Hedernfeld,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-04-23 00:00:00,10.00,13.00,St.-Pauls-Platz bis Geschwister-Scholl,sfv,Helfer Deutschland e.V.,Gebet für von vorgeburtlicher Tötung bedrohte Menschen,20-25
2021-04-24 00:00:00,13.00,16.00,Einsteinstr. / Trogerstr.,stationär,Tierversuchsgegner München,Internationaler Tag gegen Tierversuche,4
2021-04-24 00:00:00,09.30,19.00,Oberanger 38,indoor,SPD Bayern,Landesparteitag,20
2021-04-24 00:00:00,14.00,16.00,Europaplatz,stationär,Amnesty International,Mahnwache für Alexej Nawalny,50
2021-04-24 00:00:00,12.15,18.15,Pasinger Bahnhofsplatz 9,stationär,Falun Gong Gruppe München,Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China…,25
2021-04-24 00:00:00,16.30,19.00,Harras,stationär,,Für Wahrheit Für Klarheit,200
2021-04-24 00:00:00,15:30:00,17:30:00,Giesinger Bahnhofsplatz,stationär,DKP,Mehr Personal für Krankenhäuser! Weniger Geld für Rüstung!,5
2021-04-24 00:00:00,13.30,16.00,Von-der-Tann-Str.,stationär,,Beendigung der wirtschaftlichen Blockade von Kuba,35
2021-04-24 00:00:00,13.00,15:30:00,Spitzingplatz,stationär,,Frauen streiken,50
2021-04-24 00:00:00,12.00,18.00,Professor-Huber-Platz,stationär,,Freiheit-Religion,20
2021-04-24 00:00:00,10.00,23.00,"Tonhalle, Atelierstr. 24",indoor,FDP  ,Aufstellungsversammlung,100
2021-04-24 00:00:00,16.00,21.00,Schnorrstr. 4,indoor,CSU,Mitgliederversammlung,5-25
2021-04-24 00:00:00,10.30,16.00,Karl-Stützel-Platz,stationär,,Aufruf zur Umkehr zu unseren  christlichen Grundwerten,35
2021-04-24 00:00:00,14.00,15:30:00,Orleansplatz,stationär,,"Klimakrise, Artensterben, Extinction Rebellion",50
2021-04-24 00:00:00,17.00,18.00,Gollierstraße,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-04-24 00:00:00,14.15,17.00,Knorrstr. - Oberhofer Platz,sfv,,2021-05-01 00:00:00,30
2021-04-24 00:00:00,14.45,17.45,Sendlinger Str. 19,stationär,,Activists for the Victims,10-35
2021-04-24 00:00:00,13.00,14.00,Rindermarkt,stationär,Frauen in Schwarz,Frauen in Schwarz,15
2021-04-24 00:00:00,14.00,16.00,Theresienwiese – Theresienwiese,Autokorso,,Autokorso gegen die Novelle vom Infektionsschutzgesetz,150 KFZ und 300 TN
2021-04-25 00:00:00,16.30,18.00,Odeonspatz,stationär,,Mahnwache für den Völkermord an den Armeniern,200
2021-04-25 00:00:00,11.00,17.00,"Schwanthaler Str. 80, Eine Welt Haus",indoor,Partei Mensch Umwelt Tierschutz,Aufstellungsversammlung,40
2021-04-25 00:00:00,17.00,20.00,Königsplatz,stationär,,Demokratie muss gelebt werden,500
2021-04-25 00:00:00,20:00:00,21:00:00,Max-Joseph-Platz,stationär,,Dein Tod ist uns fanal,15-20
2021-04-25 00:00:00,12.00,13.00,Leopoldstr. 36,stationär,grundeinkommenverein München,"Das bedingungslose Grundeinkommen mit der Frage: What would you do, if your income were taken care of?",5-20
2021-04-25 00:00:00,15.00,16.00,Jagdstr. zw. Winthirstr/Ranata,stationär,Isarlust e.V.,Kulturlieferdienst,150
2021-04-25 00:00:00,14.00,18.00,Theresienwiese,stationär,,N-Wort München 2021 / Antrag zur Ächtung des N-Wortes in öffentlichen Räumen beim Migrationsbeirat München,500
2021-04-25 00:00:00,14.00,17.00,Karlsplatz bis Professor-Huber,sfv,,Gedenktag der Chernobyl-Katastrophe,100
2021-04-25 00:00:00,13.30,16.30,Kistlerhofstr. 60,stationär,,Falun Gong,25
2021-04-26 00:00:00,17.00,19.30,Max-Joseph-Platz,stationär,,Freiheitsrechte,200
2021-04-26 00:00:00,11.00,14.45,Marienplatz,stationär,Mütter gegen Atomkraft,Jahrestag der Atomkatastrophe,5
2021-04-26 00:00:00,18.00,19.00,Reichenbachbrücke,stationär,,Freizeit ist unsere Arbeit – Unterstützung für Kulturschaffende während der Krise,40-50
2021-04-26 00:00:00,18.00,19.00,Filmtheater Sendlinger Tor,stationär,,Wir lieben Kino,30
2021-04-27 00:00:00,17.00,17.30,Rotkreuzplatz,stationär,Schwesternschaft München v. BRK,Pflegekräfte,50
2021-04-27 00:00:00,14.00,17.00,Karlsplatz,stationär,Scientology,Man kann immer etwas tun,10
2021-04-27 00:00:00,18.00,20.00,Marienplatz,stationär,KJR München-Stadt,Raise Your Voice: Kurzfilm (15min.): Jugendinterviews zum Thema Corona,50
2021-04-27 00:00:00,10.00,11.30,Franz-Josef-Strauß-Ring auf öffentlicher Verkehrsfläche,stationär,,#Digitale Schule ab Inzidenz über 100?,199
2021-04-27 00:00:00,13.30,16.00,zwischen Prielmayerstr. Und Elisenstr. Ggü. Karlsplatz,stationär,,Grundrechtsverstöße der bayerischen Justiz,4
2021-04-28 00:00:00,15.30,18.30,Prinzregentenstr. 28,stationär,Ostturkistanische Union in Europa,Protest gegen das Bayerisch-Chinesisches Frühlingsfest/Völkermord an den Uiguren,20-25
2021-04-28 00:00:00,17.00,18.30,Odeonspatz,stationär,,"Bildungspolitik, Öffnung von Schulen",50
2021-04-28 00:00:00,18.00,21.00,Königsplatz – Münchner Freiheit,sfv,,für Föderalismus und Demokratie,100
2021-04-28 00:00:00,18.30,19.00,Emmy-Noether-Str. 2,stationär,AG Öko-Sozial / die LINKE,Für eine zügig Verkehrswende,8-10
2021-04-29 00:00:00,18.00,19.00,Reichenbachbrücke Ecke Auenstraße,stationär,,Klimaschutz,8-12
2021-04-29 00:00:00,13:15:00,16:15:00,Kistlerhofstr. 60,stationär,,Falun Gong,5
2021-04-29 00:00:00,16.00,18.30,Orleansplatz,stationär,,Die Würde des Kindes ist unantastbar,50
2021-04-29 00:00:00,17.00,18.00,Güllstr. Zwischen Lindwurmstraße und Bavariaring,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-04-29 00:00:00,17.00,18.00,Odeonspatz,stationär,,Thursdays for Education,12
2021-04-29 00:00:00,18.30,22.30,Kulturzentrum Trudering,indoor,DIE LINKE München,Aufstellungsversammlung,18
2021-04-29 00:00:00,15.00,16.00,Von-der-Tann-Str. Beim Prinz-Carl-Palais,stationär,,Gegen die US-Unterstützung für den türkischen Angriffskrieg in Südkurdistan,30
2021-04-29 00:00:00,16.00,16.30,Elisenstr.,stationär,,Eildemonstration zum Urteil des Bundesverfassungsgerichts zum Klimaschutzgesetz,10
2021-04-30 00:00:00,11.00,12.00,KPS,stationär,Peta,Tofu,2-7
2021-04-30 00:00:00,19.00,21.00,Theresienwiese bis Theresienwiese ,Autokorso,,Für Freiheit Für Klarheit Für Frieden,200 TN/100 KFZ
2021-04-30 00:00:00,17.00,19.00,Rotkreuzplatz,stationär,,Demokratie Leben,30
2021-04-30 00:00:00,18.00,19.00,Adelheidstraße,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-04-30 00:00:00,15.30,17.30,Giesinger Bahnhofsplatz,stationär,DKP,Mehr Personal für Krankenhäuser! Weniger Geld für Rüstung!,5
2021-04-30 00:00:00,15.30,17.30,St.-Bonifatius-Straße 5,stationär,DKP,Mehr Personal für Krankenhäuser! Weniger Geld für Rüstung!,5
2021-04-30 00:00:00,15.30,17.30,Tegernseer Platz 7,stationär,DKP,Mehr Personal für Krankenhäuser! Weniger Geld für Rüstung!,5
2021-04-30 00:00:00,18.00,19.30,Ella-Lingens-Platz,stationär,MLPD,1.Mai – Internationaler Kampftag der Arbeiterklasse öffentliche Diskussionskundgebung der MLPD München,25
2021-04-30 00:00:00,08.30,12.30,Salvatorplatz und Salvatorstr.,stationär,,"Studien zeigen, dass von Schülern keine Infektionsgefahr ausgeht",40-50
2021-04-30 00:00:00,15.00,17.00,Münchner Freiheit ,stationär,,ElternStehenAuf gegen die Coronamaßnahmen,150
2021-05-01 00:00:00,12.00,12:45:00,Königsplatz,stationär,DGB München,Tag der Arbeit,300 bis 400
2021-05-01 00:00:00,13.00,15:00:00,Rindermarkt bis Zenettiplatz,sfv,,1. Mai – Kampftag der Arbeiter*innenklasse,150
2021-05-01 00:00:00,14:30:00,16:15:00,Platz der Freiheit,stationär,CSU Neuhausen Nynphenbur,Gedenken an Dachau,15
2021-05-01 00:00:00,15.00,18.00,Hohenzollernplatz,stationär,CVJM,Vermittlung von christlichen Werten,20-40
2021-05-01 00:00:00,12.00,14.00,Bordeauxplatz,stationär,,Platz für Sorge,30-50
2021-05-01 00:00:00,12:30:00,14.00,Rotkreuzplatz,stationär,,1 Mai Tag der Arbeit,10
2021-05-01 00:00:00,15.00,16.00,Ickstattstraße,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-05-01 00:00:00,15.00,17:30:00,Zenettiplatz,stationär,,Auch Kulturschaffende sind Werktätuge! Heraus zum internationalen Tag der Arbeit!,200
2021-05-01 00:00:00,09.45,13.00,Schwanthalerstr. 64 – Karl-Stützel-Platz,sfv,Vorbereitungskreis 1. Mai,1. Mai Internationaler Kampftag der Arbeiterklasse,150
2021-05-01 00:00:00,13.20,14.30,Karl-Stützel-Platz – Schwanthalerstr. 64,sfv,Vorbereitungskreis 1. Mai,1. Mai Internationaler Kampftag der Arbeiterklasse,150 & SKG 250
2021-05-01 00:00:00,14.00,16.00,Theresienwiese – Theresienwiese,Autokorso,,Autokorso gegen die Novelle vom Infektionsschutzgesetz,150 KFZ 300 TN
2021-05-01 00:00:00,11.00,13.00,"Backstage, Reitknechtstr. 6",indoor,CSU,Aufstellungsversammlung,170
2021-05-02 00:00:00,15.00,17.00,Stachus,stationär,,Boykott der Olympischen Spiele 2022 in Beijing,50
2021-05-02 00:00:00,14.00,15.30,Professor-Huber-Platz,stationär,,Freiheit für Julian Assange,15-25
2021-05-02 00:00:00,15.00,18.00,OPL,stationär,CVJM,Vermittlung von christlichen Werten,20-40
2021-05-02 00:00:00,15.00,16.00,Amalienstr. Zwischen Schellingstr. Und Theresienstraße,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-05-03 00:00:00,17.00,19.30,Max-Joseph-Platz,stationär,,Freiheitsrechte,200
2021-05-03 00:00:00,18.00,20.00,Münchner Freiheit ,stationär,,Weg mit Hartz IV,20-30
2021-05-03 00:00:00,18.00,19.00,"Werkstatt Kino, Fraunhoferstr. 9",stationär,,Wir lieben Kino,30
2021-05-03 00:00:00,14.00,14.45,Marienplatz,stationär,ödp,Tag der Meinungsfreiheit,50
2021-05-04 00:00:00,17.00,17.30,Rotkreuzplatz,stationär,Schwesternschaft München v. BRK,Pflegekräfte,50
2021-05-04 00:00:00,14.00,17.00,Karlsplatz,stationär,Scientology,Die ehrenamtlichen Geistlichen der Scientology Kirche Sagen: „Man kann immer etwas tun“,10
2021-05-04 00:00:00,19.00,21.30,Sapporobogen 8-10,stationär,,Psychologische Gesundheit,80
2021-05-04 00:00:00,08.00,10.00,Pilotystr.,stationär,,"Öffnungen & Perspektiven, weg vom Inzidenzwert",100
2021-05-04 00:00:00,16.00,19.00,MPL   ,stationär,,SOS – Kolumbien,200
2021-05-05 00:00:00,13.00,19.00,Karlsplatz,stationär,Falun Gong Gruppe München,Falun Gong,20
2021-05-05 00:00:00,11.00,14.00,Hofmannstr. 58-60,stationär,Asha Kultur Verein München,Öffentliche Aufmerksamkeit gegen die illegale Abkommen mit dem Regime im Iran für die Besatzung im Kisch Insel und Plünderung des persisches Golf,20-40
2021-05-05 00:00:00,18.00,20.30,Odeonsplatz – Münchner Freiheit,sfv,,für Föderalismus und Demokratie,150
2021-05-05 00:00:00,16.00,20.00,Max-Joseph-Platz,stationär,,SOS – Kolumbien,200
2021-05-06 00:00:00,13.15,16.15,Kistlerhofstr. 60,stationär,,"Beendigung der 21 Jahre Folter, Organraubs an Falun gong Praktizierende in China",5
2021-05-06 00:00:00,18.00,19.00,Waisenhausstr. Zwischen Klugstr. Und Tizianstr.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-05-06 00:00:00,19.00,20.00,Bürgersaal Fürstenried,indoor,Junge Union München,Kreismitgliederversammlung,35
2021-05-06 00:00:00,18.00,19.00,Reichenbachbrücke,stationär,Parents4Future München,Klimaschutz,8-15
2021-05-06 00:00:00,12.00,14.00,Karlsplatz,stationär,Verein für vedische Kultur e.V.,"Vegetarismus - Go Vegetarian - Enjoy the Higher Taste! Abwechselnde Beiträge je 15-20 Minuten zu Thema ""Vegetarismus - der höhere Geschmack"" begleitet vom Mantra-Singen",10-15
2021-05-06 00:00:00,14.00,19.00,Pasinger Marienplatz,stationär,ABBA Vater,Zurück zu Gott! Zurück zum Glauben!,80
2021-05-06 00:00:00,17.00,18.00,Odeonspatz,stationär,,Thursdays for Education,12
2021-05-06 00:00:00,16.00,19.00,Karlsplatz,stationär,,SOS – Kolumbien,200
2021-05-06 00:00:00,15.00,16.00,Von-der-Tann-Str.,stationär,,Gegen die US-Unterstützung für den türkischen Angriffskrieg in Südkurdistan – Gegen das Kopfgeld auf Vertreter der kurdischen Freiheitsbewegung,30
2021-05-07 00:00:00,16.00,18.00,Marienplatz,stationär,Behindertenverband Bayern e.V.,Behindertenprotesttag,200
2021-05-07 00:00:00,10.00,20.00,Unterhachinger Str. 75,indoor,IG BCE,Landesbezirksdelegiertenkonferenz,20
2021-05-07 00:00:00,17.00,19.00,Weißenburger Platz,stationär,,Demokratie Leben,30
2021-05-07 00:00:00,18.00,19.00,Kistlerhofstr. Zw Aidenbach/Geisenh,stationär,Isarlust e.V.,Kulturlieferdienst,150
2021-05-07 00:00:00,14.00,19.00,Pasinger Marienplatz,stationär,ABBA Vater,Zurück zu Gott! Zurück zum Glauben!,80
2021-05-07 00:00:00,11.00,14.00,Mauerkircherstr. 59,stationär,Asha Kultur Verein München,"Öffentliche Aufmerksamkeit gegen die illegale Abkommen mit dem China im Iran und gegen das Regime der Lügner, Mörder, Diebe und Feinde der Kultur und der Menschheit",20-40
2021-05-07 00:00:00,12.00,13.00,Oberanger 38,stationär,,"Fridays for Future, SPD Parteitag",20
2021-05-07 00:00:00,16.00,20.00,Wittelsbacherplatz,stationär,,SOS – Kolumbien,200
2021-05-08 00:00:00,08.00,19.00,Unterhachinger Str. 75,indoor,IG BCE,Landesbezirksdelegiertenkonferenz,20
2021-05-08 00:00:00,11.00,13.00,Geschwister-Scholl-Platz,stationär,,gegen Rassismus,250
2021-05-08 00:00:00,16.30,19.00,Münchner Freiheit beim „Schachbrett“,stationär,,Für Wahrheit Für Klarheit,100
2021-05-08 00:00:00,17.00,20.00,Königsplatz,stationär,,Demokratie muss gelebt werden,500
2021-05-08 00:00:00,13.00,18.00,Rindermarkt,stationär,,#OpRescueTheWorld,30
2021-05-08 00:00:00,10:00:00,12.00,Platz der Opfer des Nationalsozialismus,stationär,DKP,76 Jahre Befreiung raus aus der Nato,100
2021-05-08 00:00:00,13:30:00,15.00,Platz der Opfer des Nationalsozialismus,stationär,,Tag der Befreiung,100
2021-05-08 00:00:00,19.00,21.00,Hans-Mielich-Platz ,stationär,,Tango-Öffnung der Tanzschulen,100
2021-05-08 00:00:00,18.00,19.00,Wittelsbacherplatz,stationär,Isarlust e.V.,Kulturlieferdienst,150
2021-05-08 00:00:00,15.00,16.00,Wittelsbacherplatz,stationär,Münchner Friedensbündnis,76 Jahre KRIEGSENDE Nie wieder Krieg Abrüsten statt Aufrüsten,ca. 50-70
2021-05-08 00:00:00,15.00,16.00,Ingolstädter Straße,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2021-05-08 00:00:00,19.30,21.30,Rotkreuzplatz – Platz der Freiheit,sfv,,76 Jahre Tag der Befreiung,150
